time_stamps	avg_robot_linear_speed	avg_robot_angular_speed	
9.202	0.30023491382598877	-0.003620799630880356	
9.308	0.2999067008495331	-0.008557973429560661	
9.398	0.30003097653388977	-0.020303459838032722	
9.504	0.2999893128871918	-0.0184005293995142	
9.594	0.29986733198165894	-0.009312354028224945	
9.702	0.3000379800796509	-0.014752806164324284	
9.815	0.29997625946998596	-0.01440668199211359	
9.901	0.2998175024986267	-0.01484583504498005	
10.017	0.2997760772705078	-0.027237698435783386	
10.106	0.30002573132514954	-0.052919626235961914	
10.215	0.3000274896621704	-0.04823196306824684	
10.316	0.3000771105289459	-0.04437363147735596	
10.408	0.29984813928604126	-0.0410168394446373	
10.514	0.29991427063941956	-0.03137773647904396	
10.614	0.30005592107772827	-0.027239637449383736	
10.704	0.3002307713031769	-0.02396201714873314	
10.81	0.3003063201904297	-0.021009225398302078	
10.918	0.30019059777259827	0.005824991036206484	
10.999	0.29992640018463135	-0.0050766258500516415	
11.103	0.2994396388530731	-0.00870583951473236	
11.201	0.30049780011177063	-0.007666784804314375	
11.307	0.29954230785369873	-0.006804908160120249	
11.418	0.29962122440338135	-0.005888098850846291	
11.499	0.3004665970802307	0.0010466908570379019	
11.595	0.2999587059020996	0.0011069148313254118	
11.706	0.2999582588672638	0.003219552105292678	
11.811	0.29977795481681824	0.004305330570787191	
11.917	0.30025526881217957	0.004318831954151392	
12.01	0.2997988760471344	0.015106484293937683	
12.113	0.29976096749305725	0.01467926986515522	
12.214	0.30035462975502014	0.016256585717201233	
12.297	0.30041593313217163	0.0195981003344059	
12.405	0.30022352933883667	0.0304564218968153	
12.496	0.2998712360858917	0.029489634558558464	
12.613	0.3001739978790283	0.029108358547091484	
12.727	0.2998846173286438	0.03067651577293873	
12.807	0.30002835392951965	0.04037301614880562	
12.913	0.3000377416610718	0.0419619046151638	
13.007	0.3000763952732086	0.054996058344841	
13.102	0.29989540576934814	0.0781979039311409	
13.211	0.3000193238258362	0.05465756729245186	
13.313	0.2995874881744385	0.05393566936254501	
13.415	0.3003709018230438	0.04509542137384415	
13.506	0.3003444969654083	0.05808082967996597	
13.608	0.3001624643802643	0.05264781415462494	
13.717	0.30003592371940613	0.03992899879813194	
13.803	0.3000470995903015	0.04074579104781151	
13.899000000000001	-0.0001977263018488884	0.00010524309618631378	
